DATE,CODE,NAME,WEBSITE LINK,  LAST 12 MONTHS Low , LAST 12 MONTHS High , DAY'S TRADING Low , DAY'S TRADING High , DAY'S TRADING VWAP Price , Previous DAY'S VWAP Price ,  Change  ,,Volume of Shares Traded, VWAP Adjusted Price for bonus issues and share splits 
07-12-18,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 238.93 , 184.54 , 187.23 , 185.60 , 186.17 , (0.57),0.31%,-, - 
07-12-18,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 1,985.36 "," 2,819.00 "," 2,819.00 "," 2,819.00 "," 2,790.91 ", 28.09 ,1.01%,-, - 
07-12-18,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,904.50 "," 3,687.69 "," 3,687.69 "," 3,687.69 "," 3,715.66 ", (27.97),0.75%,-, - 
07-12-18,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 178.89 , 144.05 , 144.05 , 144.05 , 145.65 , (1.60),1.10%,-, - 
07-12-18,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 2,186.79 "," 1,705.46 "," 1,705.46 "," 1,705.46 "," 1,716.36 ", (10.90),0.64%,-, - 
07-12-18,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,740.41 "," 1,433.99 "," 1,433.99 "," 1,433.99 "," 1,440.90 ", (6.91),0.48%,-, - 
10-12-18,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 9.00 , 15.00 , 14.50 , 14.50 , 14.50 , 14.50 ,  -  ,-,2200, - 
10-12-18,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 351.00 , 405.00 , 310.00 , 310.00 , 310.00 , 310.00 ,  -  ,-,-, - 
10-12-18,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 68.50 , 101.00 , 75.00 , 75.00 , 75.00 , 75.00 ,  -  ,-,300, - 
10-12-18,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 290.00 , 400.00 , 500.00 , 500.00 , 500.00 , 500.00 ,  -  ,-,-, - 
10-12-18,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 16.00 , 20.00 , 19.10 , 21.00 , 19.95 , 19.20 , 0.75 ,3.91%,180800, - 
10-12-18,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 119.00 , 154.75 , 140.00 , 143.00 , 140.50 , 140.00 , 0.50 ,0.36%,1000, - 
10-12-18,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 31.00 , 18.90 , 18.90 , 18.90 , 18.90 ,  -  ,-,2100, - 
10-12-18,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 10.70 , 10.80 , 10.75 , 10.75 ,  -  ,-,402100, - 
10-12-18,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG, 12.15 , 28.00 , 33.00 , 33.00 , 33.00 , 33.00 ,  -  ,-,-, - 
10-12-18,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 14.00 , 14.75 , 14.55 , 14.45 , 0.10 ,0.69%,36000, - 
10-12-18,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 148.00 , 148.00 , 148.00 , 148.00 ,  -  ,-,-, - 
10-12-18,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 49.45 , 39.00 , 39.90 , 39.20 , 39.40 , (0.20),0.51%,362900, - 
10-12-18,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 4.90 , 5.00 , 4.99 , 4.62 , 0.37 ,8.01%,29900, - 
10-12-18,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 85.00 , 85.00 , 85.00 , 85.00 ,  -  ,-,-, 21.25 
10-12-18,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 47.00 , 39.60 , 40.00 , 39.85 , 39.95 , (0.10),0.25%,1014200, - 
10-12-18,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 5.70 , 5.80 , 5.70 , 5.70 ,  -  ,-,2700, - 
10-12-18,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 27.85 , 27.00 , 30.00 , 27.55 , 30.00 , (2.45),8.17%,339700, 25.05 
10-12-18,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 92.00 , 92.00 , 92.00 , 91.50 , 0.50 ,0.55%,2600, - 
10-12-18,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 188.00 , 192.50 , 190.75 , 194.00 , (3.25),1.68%,3000, - 
10-12-18,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 ,  -  ,-,-, - 
10-12-18,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 1.00 , 1.10 , 1.04 , 1.06 , (0.02),1.89%,5000, - 
10-12-18,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 4.87 , 4.07 , 4.07 , 4.07 , 4.07 ,  -  ,-,-, - 
10-12-18,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.83 , 3.83 , 9.40 , 9.60 , 9.46 , 9.50 , (0.04),0.42%,19500, - 
10-12-18,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 4.20 , 4.50 , 4.24 , 4.41 , (0.17),3.85%,10600, - 
10-12-18,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 13.80 , 1.20 , 1.20 , 1.20 , 1.30 , (0.10),7.69%,10800, - 
10-12-18,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 67.50 , 68.50 , 68.00 , 68.50 , (0.50),0.73%,4800, - 
10-12-18,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.20 , 1.85 , 2.03 , 1.88 , 2.03 , (0.15),7.39%,4000, - 
10-12-18,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.30 , 30.00 , 30.00 , 30.00 , 30.00 ,  -  ,-,-, - 
10-12-18,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 13.10 , 18.00 , 21.00 , 21.05 , 21.05 , 22.00 , (0.95),4.32%,1000, - 
10-12-18,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.37 , 0.95 , 1.00 , 0.99 , 0.91 , 0.08 ,8.79%,900, - 
10-12-18,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 4.52 , 21.50 , 13.00 , 14.00 , 13.30 , 13.60 , (0.30),2.21%,4200, - 
10-12-18,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 ,  -  ,-,-, - 
10-12-18,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 142.00 , 142.00 , 142.00 , 142.00 ,  -  ,-,800, - 
10-12-18,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 19.05 , 49.00 , 80.00 , 80.00 , 80.00 , 80.00 ,  -  ,-,3300, - 
10-12-18,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 2.60 , 2.60 , 2.60 , 2.60 ,  -  ,-,2500, - 
10-12-18,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 15.00 , 15.00 , 15.00 , 15.15 , (0.15),0.99%,2700, - 
10-12-18,KENO,KenolKobil Ltd,https://live.mystocks.co.ke/stock=KENO, 12.80 , 23.00 , 19.00 , 19.15 , 19.05 , 19.20 , (0.15),0.78%,16800, - 
10-12-18,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 6.98 , 7.10 , 7.00 , 6.98 , 0.02 ,0.29%,283800, - 
10-12-18,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,  -  ,-,-, - 
10-12-18,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 ,  -  ,-,-, - 
10-12-18,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.12 , 3.18 , 3.30 , 3.21 , 3.26 , (0.05),1.53%,512300, - 
10-12-18,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 26.75 , 26.75 , 28.50 , 26.95 , 27.10 , (0.15),0.55%,8900, - 
10-12-18,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.40 , 8.00 , 8.80 , 8.80 , 8.80 , 8.80 ,  -  ,-,-, - 
10-12-18,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 8.04 , 10.00 , 10.30 , 10.15 , 10.25 , (0.10),0.98%,90000, - 
10-12-18,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 3.50 , 3.80 , 3.90 , 3.82 , 3.90 , (0.08),2.05%,140300, - 
10-12-18,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 392.00 , 368.75 , 368.75 , 368.75 , 368.75 ,  -  ,-,-, - 
10-12-18,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 14.30 , 14.50 , 14.30 , 14.95 , (0.65),4.35%,1057300, 3.58 
10-12-18,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 12.95 , 12.95 , 12.95 , 13.00 , (0.05),0.38%,100, - 
10-12-18,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 22.75 , 22.75 , 22.75 , 22.75 ,  -  ,-,-, - 
10-12-18,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 24.00 , 26.50 , 28.00 , 27.00 , 27.35 , (0.35),1.28%,27600, - 
10-12-18,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.70 , 0.75 , 0.71 , 0.70 , 0.01 ,1.43%,91600, - 
10-12-18,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ",  -  ,-,-, - 
10-12-18,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 2.40 , 2.50 , 2.48 , 2.50 , (0.02),0.80%,7100, - 
10-12-18,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.45 , 3.00 , 3.18 , 3.04 , 3.20 , (0.16),5.00%,500, - 
10-12-18,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 14.15 , 15.00 , 14.15 , 14.80 , (0.65),4.39%,62100, - 
10-12-18,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 54.00 , 75.25 , 75.00 , 75.00 , 75.00 , 75.00 ,  -  ,-,-, - 
10-12-18,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 310.00 , 500.00 , 500.00 , 539.00 , 516.00 , 540.00 , (24.00),4.44%,2300, - 
10-12-18,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 10.90 , 10.90 , 10.90 , 10.85 , 0.05 ,0.46%,4000, - 
10-12-18,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 194.00 , 185.00 , 195.00 , 190.00 , 191.75 , (1.75),0.91%,400, - 
10-12-18,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 1.10 , 1.54 , 3.00 , 3.01 , 3.00 , 3.05 , (0.05),1.64%,3500, - 
10-12-18,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 14.00 , 14.00 , 14.00 , 14.00 ,  -  ,-,-, - 
10-12-18,MSC,Mumias Sugar Company Ltd,https://live.mystocks.co.ke/stock=MSC, - , - , 0.57 , 0.60 , 0.60 , 0.57 , 0.03 ,5.26%,118200, - 
10-12-18,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA, 26.10 , 33.00 , 37.75 , 37.75 , 37.75 , 38.90 , (1.15),2.96%,200, - 
10-12-18,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM, 25.95 , 43.45 , 22.60 , 23.00 , 22.65 , 23.00 , (0.35),1.52%,13202600, - 
10-12-18,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR, 4.98 , 7.10 , 9.52 , 9.52 , 9.52 , 9.08 , 0.44 ,4.85%,100, - 
10-12-18,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD," 1,855.00 "," 2,100.00 "," 1,165.00 "," 1,165.00 "," 1,165.00 "," 1,165.00 ",  -  ,-,-, - 
10-12-18,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15, 152.56 , 213.26 , 179.46 , 182.97 , 180.96 , 182.00 , (1.04),0.57%,-, - 
10-12-18,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25, 167.57 , 238.93 , 182.64 , 186.13 , 183.78 , 185.60 , (1.82),0.98%,-, - 
10-12-18,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I," 1,723.96 "," 1,985.36 "," 2,772.19 "," 2,772.19 "," 2,772.19 "," 2,819.00 ", (46.81),1.66%,-, - 
10-12-18,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I," 2,935.01 "," 3,904.50 "," 3,656.08 "," 3,656.08 "," 3,656.08 "," 3,687.69 ", (31.61),0.86%,-, - 
10-12-18,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI, 127.01 , 178.89 , 142.52 , 142.52 , 142.52 , 144.05 , (1.53),1.06%,-, - 
10-12-18,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK," 1,511.03 "," 2,186.79 "," 1,690.33 "," 1,690.33 "," 1,690.33 "," 1,705.46 ", (15.13),0.89%,-, - 
10-12-18,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU," 1,201.29 "," 1,740.41 "," 1,420.57 "," 1,420.57 "," 1,420.57 "," 1,433.99 ", (13.42),0.94%,-, - 
11-12-18,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD, 9.00 , 15.00 , 14.50 , 14.50 , 14.50 , 14.50 ,  -  ,-,-, - 
11-12-18,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ, 351.00 , 405.00 , 310.00 , 310.00 , 310.00 , 310.00 ,  -  ,-,-, - 
11-12-18,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC, 68.50 , 101.00 , 70.00 , 70.00 , 70.00 , 75.00 , (5.00),6.67%,300, - 
11-12-18,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT, 290.00 , 400.00 , 500.00 , 500.00 , 500.00 , 500.00 ,  -  ,-,-, - 
11-12-18,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN, 16.00 , 20.00 , 19.50 , 21.00 , 19.90 , 19.95 , (0.05),0.25%,1100, - 
11-12-18,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK, 119.00 , 154.75 , 140.50 , 140.50 , 140.50 , 140.50 ,  -  ,-,-, - 
11-12-18,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN, 20.00 , 31.00 , 18.90 , 18.90 , 18.90 , 18.90 ,  -  ,-,-, - 
11-12-18,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA, 8.50 , 10.80 , 10.70 , 10.80 , 10.70 , 10.75 , (0.05),0.47%,88100, - 
11-12-18,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG, 12.15 , 28.00 , 33.00 , 33.00 , 33.00 , 33.00 ,  -  ,-,-, - 
11-12-18,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP, 10.20 , 14.05 , 14.00 , 14.45 , 14.40 , 14.55 , (0.15),1.03%,49100, - 
11-12-18,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK, 57.50 , 78.50 , 148.00 , 148.00 , 148.00 , 148.00 ,  -  ,-,-, - 
11-12-18,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY, 28.00 , 49.45 , 39.00 , 39.75 , 39.25 , 39.20 , 0.05 ,0.13%,1280800, - 
11-12-18,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK, 2.86 , 5.48 , 5.00 , 5.40 , 5.08 , 4.99 , 0.09 ,1.80%,9300, - 
11-12-18,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH, 20.50 , 27.25 , 85.00 , 86.50 , 85.00 , 85.00 ,  -  ,-,11400, 21.25 
11-12-18,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB, 30.00 , 47.00 , 39.50 , 40.00 , 39.70 , 39.85 , (0.15),0.38%,224500, - 
11-12-18,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK, 4.12 , 4.12 , 5.70 , 5.70 , 5.70 , 5.70 ,  -  ,-,30100, - 
11-12-18,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA, 20.00 , 27.85 , 25.00 , 27.00 , 25.00 , 27.55 , (2.55),9.26%,4530100, 22.73 
11-12-18,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC, 72.25 , 92.00 , 92.00 , 92.00 , 92.00 , 92.00 ,  -  ,-,13000, - 
11-12-18,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK, 127.00 , 170.00 , 190.00 , 192.00 , 191.25 , 190.75 , 0.50 ,0.26%,700, - 
11-12-18,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON, 0.45 , 0.45 , 0.45 , 0.45 , 0.45 , 0.45 ,  -  ,-,-, - 
11-12-18,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD, 0.85 , 1.50 , 0.95 , 1.10 , 1.00 , 1.04 , (0.04),3.85%,126900, - 
11-12-18,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS, 2.50 , 4.87 , 4.07 , 4.07 , 4.07 , 4.07 ,  -  ,-,-, - 
11-12-18,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ, 3.83 , 3.83 , 9.30 , 9.50 , 9.40 , 9.46 , (0.06),0.63%,1900, - 
11-12-18,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL, 3.70 , 5.00 , 4.30 , 4.50 , 4.32 , 4.24 , 0.08 ,1.89%,3800, - 
11-12-18,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV, 0.54 , 13.80 , 1.15 , 1.20 , 1.16 , 1.20 , (0.04),3.33%,12100, - 
11-12-18,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG, 9.00 , 26.05 , 67.00 , 68.00 , 67.50 , 68.00 , (0.50),0.74%,3400, - 
11-12-18,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER, 2.46 , 4.20 , 1.90 , 2.02 , 1.94 , 1.88 , 0.06 ,3.19%,7300, - 
11-12-18,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL, 15.00 , 26.30 , 30.00 , 30.00 , 30.00 , 30.00 ,  -  ,-,20600, - 
11-12-18,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE, 13.10 , 18.00 , 20.00 , 21.05 , 20.70 , 21.05 , (0.35),1.66%,9500, - 
11-12-18,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM, 0.20 , 0.37 , 0.94 , 1.08 , 1.03 , 0.99 , 0.04 ,4.04%,298400, - 
11-12-18,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN, 4.52 , 21.50 , 13.60 , 14.00 , 13.95 , 13.30 , 0.65 ,4.89%,900, - 
11-12-18,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM, 5.55 , 5.55 , 5.55 , 5.55 , 5.55 , 5.55 ,  -  ,-,-, - 
11-12-18,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB, 19.05 , 47.05 , 142.00 , 142.00 , 142.00 , 142.00 ,  -  ,-,2400, - 
11-12-18,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN, 19.05 , 49.00 , 80.00 , 80.00 , 80.00 , 80.00 ,  -  ,-,1100, - 
11-12-18,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL, 1.18 , 2.43 , 2.35 , 2.60 , 2.39 , 2.60 , (0.21),8.08%,16800, - 
11-12-18,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT, 7.20 , 16.00 , 15.00 , 15.00 , 15.00 , 15.00 ,  -  ,-,5000, - 
11-12-18,KENO,KenolKobil Ltd,https://live.mystocks.co.ke/stock=KENO, 12.80 , 23.00 , 19.00 , 19.30 , 19.15 , 19.05 , 0.10 ,0.52%,75400, - 
11-12-18,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN, 3.90 , 6.28 , 6.80 , 7.10 , 7.00 , 7.00 ,  -  ,-,130100, - 
11-12-18,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4, 4.50 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,  -  ,-,-, - 
11-12-18,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 ,  -  ,-,-, - 
11-12-18,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC, 1.16 , 2.12 , 3.05 , 3.20 , 3.15 , 3.21 , (0.06),1.87%,1073300, - 
11-12-18,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL, 21.00 , 26.75 , 27.00 , 27.00 , 27.00 , 26.95 , 0.05 ,0.19%,1100, - 
11-12-18,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME, 5.40 , 8.00 , 9.00 , 9.00 , 9.00 , 8.80 , 0.20 ,2.27%,200, - 
11-12-18,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT, 6.00 , 8.04 , 10.05 , 10.20 , 10.05 , 10.15 , (0.10),0.99%,28900, - 
11-12-18,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC, 1.95 , 3.50 , 3.60 , 3.85 , 3.71 , 3.82 , (0.11),2.88%,90000, - 
11-12-18,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB, 210.00 , 392.00 , 368.75 , 368.75 , 368.75 , 368.75 ,  -  ,-,-, - 
11-12-18,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE, 2.00 , 2.94 , 14.55 , 15.00 , 14.90 , 14.30 , 0.60 ,4.20%,4400, 3.73 
11-12-18,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY, 6.60 , 10.50 , 12.95 , 12.95 , 12.95 , 12.95 ,  -  ,-,3700, - 
11-12-18,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM, 9.00 , 14.00 , 22.75 , 22.75 , 22.75 , 22.75 ,  -  ,-,-, - 
11-12-18,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM, 14.40 , 24.00 , 26.00 , 27.50 , 26.95 , 27.00 , (0.05),0.19%,109900, - 
11-12-18,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR, 0.33 , 0.50 , 0.69 , 0.74 , 0.70 , 0.71 , (0.01),1.41%,156800, - 
11-12-18,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ",  -  ,-,-, - 
11-12-18,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH, 1.63 , 2.60 , 2.49 , 2.49 , 2.49 , 2.48 , 0.01 ,0.40%,4300, - 
11-12-18,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL, 1.01 , 2.45 , 2.90 , 3.00 , 3.00 , 3.04 , (0.04),1.32%,4500, - 
11-12-18,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE, 6.50 , 9.74 , 14.00 , 14.15 , 14.05 , 14.15 , (0.10),0.71%,35000, - 
11-12-18,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC, 54.00 , 75.25 , 75.00 , 75.00 , 75.00 , 75.00 ,  -  ,-,-, - 
11-12-18,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT, 310.00 , 500.00 , 529.00 , 530.00 , 529.00 , 516.00 , 13.00 ,2.52%,918600, - 
11-12-18,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB, 7.80 , 13.00 , 10.85 , 10.85 , 10.85 , 10.90 , (0.05),0.46%,1500, - 
11-12-18,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL, 148.00 , 194.00 , 190.00 , 192.00 , 191.50 , 190.00 , 1.50 ,0.79%,107200, - 
11-12-18,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH, 1.10 , 1.54 , 2.95 , 3.00 , 2.95 , 3.00 , (0.05),1.67%,32200, - 
11-12-18,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH, 10.40 , 12.25 , 14.00 , 14.00 , 14.00 , 14.00 ,  -  ,-,-, - 
